No,性別,年代区分,住居状況区分,家族状況区分,家族人数区分,家族同居区分,年収区分,勤務形態区分,申込経路,申請理由,引上率,審査結果,申請有無
463,2,40代,1,1,3,1,0,04,2,6,3,1,0
464,1,60代,2,1,1,9,9,02,2,0,1.533333333,1,0
465,2,50代,2,1,3,1,1,02,3,1,3.333333333,1,0
466,1,40代,2,1,2,9,7,02,2,0,4.166666667,1,0
467,1,70代,1,1,2,1,1,08,2,0,2.8,1,0
468,2,50代,2,1,2,1,0,04,2,0,1.75,1,0
469,2,50代,1,2,1,1,4,02,2,0,1.538461538,1,0
470,2,20代,2,2,1,1,1,03,3,17,2.2,1,0
471,2,60代,1,1,2,1,0,04,2,9,2.283333333,1,0
472,2,40代,2,2,3,9,2,03,2,9,1.2,1,0
473,1,40代,1,1,4,1,5,02,2,0,1.2,1,0
474,1,60代,7,2,1,9,2,05,2,10,1.875,1,0
475,1,20代,6,2,3,1,1,12,3,2,2.25,1,0
476,1,30代,1,1,3,1,6,02,2,3,1.8,1,0
477,2,50代,2,1,2,1,0,07,2,1,1.307692308,1,0
478,1,20代,2,2,3,1,0,06,2,10,2.95,1,1
479,2,50代,5,2,9,9,0,02,3,0,1,6,0
480,1,70代,1,1,2,0,1,08,2,6,2.5,2,0
481,2,50代,1,2,1,2,3,02,2,0,1.038461538,1,0
482,2,20代,5,1,2,1,2,02,3,11,1.666666667,2,0
483,1,20代,2,2,3,1,0,06,3,16,1.5,1,0
484,2,50代,2,1,4,1,1,05,2,2,2.25,1,0
485,1,50代,1,1,3,1,7,02,2,14,2.084210526,1,0
486,2,50代,2,2,3,1,6,05,3,1,1.75,1,0
487,2,30代,5,1,2,0,1,05,2,11,1.384615385,1,0
488,2,20代,7,2,4,1,0,06,3,1,3,1,1
489,1,20代,2,2,3,1,2,02,2,2,2,1,0
490,1,70代,1,1,2,1,3,02,2,0,2.25,1,0
491,2,20代,2,2,4,1,0,02,3,1,2,1,0
492,1,20代,2,2,1,1,0,06,3,1,2.666666667,1,1
493,2,60代,2,1,2,1,0,04,2,1,2.5,1,0
494,1,70代,1,2,1,1,1,08,2,3,5,1,0
496,1,40代,2,1,3,1,2,02,3,10,2.538461538,1,0
497,2,70代,1,0,1,2,4,01,3,0,1.73,1,0
498,2,60代,2,1,2,1,1,08,3,6,2.333333333,1,0
499,2,70代,1,1,2,1,0,04,2,6,2.2,1,0
500,2,20代,2,2,4,1,1,02,3,7,1.25,1,0
501,2,60代,1,1,4,1,1,12,3,7,2,1,1
502,1,60代,5,2,1,2,3,02,3,3,1,6,0
503,1,20代,5,2,1,2,2,02,3,0,1.4,1,0
504,1,20代,2,2,4,1,0,06,3,0,3,1,0
505,1,40代,1,1,4,1,9,02,3,3,1.296296296,1,1
506,1,20代,2,2,4,1,0,06,3,1,1.5,1,0
507,2,30代,2,2,1,2,1,02,3,3,2.32,1,0
508,1,70代,1,2,1,0,3,01,3,6,1.6,1,0
510,1,20代,3,2,1,2,2,02,3,4,1,4,1
511,2,30代,7,2,1,2,4,02,3,0,2.666666667,1,0
512,1,20代,3,2,1,2,2,02,3,0,2,1,0
513,2,20代,2,2,2,1,0,06,3,0,2.5,1,0
514,1,20代,7,2,4,1,1,02,3,4,1.1,1,0
515,2,60代,2,1,2,1,3,02,3,7,1,4,0
516,1,20代,2,2,4,1,2,02,3,1,4,2,0
517,2,20代,2,2,3,1,0,06,3,0,2.15,1,0
518,1,40代,6,1,2,2,2,02,3,15,1,6,0
519,1,20代,5,2,3,1,0,06,3,3,2.96,1,0
520,2,20代,6,2,4,1,1,07,3,2,1,4,0
521,1,70代,1,1,2,1,5,01,3,3,1.875,1,1
522,1,60代,1,1,2,1,2,02,3,4,2.25,1,0
523,1,60代,1,1,2,1,7,01,3,1,2.666666667,1,0
524,1,30代,2,2,1,1,3,03,3,8,2,1,1
525,1,30代,5,2,1,2,3,02,3,0,1.176470588,2,0
526,1,20代,2,2,2,1,2,02,3,0,1,4,1
527,1,30代,5,2,1,2,3,02,3,0,1,4,0
528,2,40代,5,1,2,1,2,02,3,3,2.333333333,1,0
529,1,20代,2,2,3,1,0,06,3,1,2.5,1,0
530,1,50代,5,1,4,1,9,01,3,7,1.25,1,0
531,1,40代,1,2,1,2,6,02,2,0,2.666666667,1,0
532,2,30代,5,1,3,1,2,02,2,3,1.375,1,0
533,2,30代,1,2,3,1,1,02,2,0,2.45,1,0
534,1,50代,4,2,1,2,2,05,2,5,1.5,1,0
535,2,20代,5,2,1,2,2,02,2,3,2,1,0
536,2,50代,2,1,4,9,2,02,2,10,2.625,1,0
537,2,30代,5,1,4,1,1,05,2,2,2,1,0
538,2,40代,7,2,1,2,1,02,2,17,2,1,0
539,1,50代,1,1,4,1,5,02,3,0,1.333333333,1,1
540,2,10代,5,2,1,1,0,07,2,0,2,1,0
541,2,70代,2,2,1,1,0,08,2,0,2.3,1,0
542,1,50代,1,1,2,1,3,02,3,0,1.4375,1,0
543,1,60代,1,1,2,1,2,08,2,1,1.263157895,1,0
544,2,30代,2,1,4,1,3,02,3,7,2.7,1,0
545,2,50代,5,2,1,2,2,02,2,3,2.714285714,1,1
546,2,70代,1,1,2,1,0,08,2,9,1.575,1,1
547,1,40代,1,1,4,1,6,02,2,0,2.153846154,1,0
548,1,40代,5,2,1,2,2,02,3,0,2.333333333,1,0
549,1,50代,1,1,2,9,4,02,2,13,6.333333333,1,0
550,2,20代,3,2,1,1,1,02,3,1,1.285714286,1,0
551,1,40代,6,1,3,1,4,02,2,4,1.375,1,0
552,1,60代,1,1,3,1,9,10,2,10,1.538461538,2,1
553,2,40代,5,1,2,1,1,07,2,0,2.1,1,0
554,1,60代,1,2,2,1,3,10,2,2,2,2,0
555,2,30代,2,1,3,1,9,02,2,8,1.304347826,2,0
556,2,30代,2,2,1,1,1,02,3,1,2.111111111,1,0
557,1,50代,1,1,4,1,9,05,2,0,1.333333333,1,0
558,1,20代,7,1,2,1,3,02,2,0,1,4,0
559,2,60代,1,2,1,9,7,05,2,14,2.25,1,0
560,2,60代,5,2,1,1,0,11,2,15,1.569230769,1,0
561,1,60代,1,1,4,1,1,08,2,6,2.271428571,1,0
562,2,30代,7,1,4,1,2,02,2,1,2.25,1,0
563,2,20代,2,2,3,1,1,02,3,5,1,4,1
564,2,70代,2,2,1,1,2,08,2,0,1.576923077,1,0
565,1,50代,3,2,1,2,3,02,2,6,2.65,1,1
566,2,50代,2,1,2,1,2,01,3,1,1.153846154,1,0
567,2,30代,5,2,1,1,4,02,2,5,1.014285714,1,0
568,1,50代,1,1,4,1,4,03,3,0,1,4,1
569,2,20代,5,2,1,1,2,02,3,2,1.166666667,1,1
570,1,20代,5,2,1,2,2,02,2,9,1,4,0
571,2,30代,5,2,1,2,2,02,3,2,1,4,0
572,2,20代,2,2,3,1,1,02,2,0,1.75,1,0
574,2,50代,1,2,2,9,5,02,2,0,2.333333333,1,0
575,2,50代,2,2,3,1,2,05,3,1,1.291666667,1,0
576,1,30代,7,1,2,2,4,02,3,6,3.142857143,1,0
577,1,60代,5,2,1,2,3,02,3,3,2.875,1,0
578,1,40代,6,1,2,2,2,02,2,15,1.526666667,1,0
579,1,50代,1,1,4,0,9,10,3,1,1.5,1,0
580,2,20代,2,2,1,1,0,06,3,0,2.5,1,0
581,2,50代,1,2,1,2,2,02,3,15,1.538461538,2,0
582,2,20代,7,1,4,1,1,10,3,6,3,1,0
583,2,20代,2,2,4,1,1,07,3,1,1.75,1,0
584,2,20代,7,2,1,2,0,06,3,0,3,1,0
585,1,30代,5,2,1,2,6,10,3,1,2.666666667,2,0
586,1,50代,1,1,4,1,9,10,3,5,1.5,2,0
587,2,20代,2,2,1,1,1,03,3,1,1.181818182,1,0
588,2,20代,5,2,2,1,0,06,3,0,1.8,1,1
589,2,20代,3,2,1,2,1,02,3,4,1.75,1,0
590,1,40代,1,1,3,1,4,02,3,15,2.625,1,0
591,1,30代,5,1,3,1,2,02,3,6,3.166666667,1,0
592,2,50代,5,2,9,9,0,02,3,6,1,6,0
593,2,60代,2,1,3,1,0,12,3,17,1.3125,1,0
594,1,20代,2,2,4,1,0,06,3,1,2,1,0
595,2,60代,1,1,2,1,0,08,2,0,4.716666667,1,0
596,2,70代,2,1,2,1,0,08,2,3,2.25,1,0
597,1,60代,1,1,4,1,1,08,2,6,2.5,1,0
598,2,50代,2,1,2,1,1,02,2,0,1.6,1,0
599,2,40代,1,1,4,1,1,02,2,10,2.26,1,0
600,2,60代,2,1,4,1,3,05,2,6,2.38,1,0
601,2,20代,2,2,4,1,0,06,3,1,3,1,0
602,2,50代,2,1,3,1,0,04,2,4,1.175,1,0
603,1,30代,2,1,4,1,8,05,2,8,3,1,0
604,2,40代,5,1,4,1,4,05,3,2,1,4,0
605,2,40代,1,1,4,1,0,04,3,10,2,1,0
606,1,70代,1,1,2,1,2,08,2,0,3,1,0
607,2,20代,2,2,3,1,0,06,2,0,2.4,1,1
608,2,20代,5,1,2,0,2,03,2,1,8.5,1,0
610,2,30代,2,2,1,2,3,05,2,7,1.9375,1,0
611,2,40代,5,1,3,0,1,05,2,6,2.25,1,0
612,2,20代,2,2,4,1,0,06,3,2,2,1,0
613,1,60代,1,0,2,0,4,01,3,7,1.25,1,0
614,1,70代,1,1,3,1,0,08,2,0,1.983333333,1,0
616,2,20代,2,2,3,1,1,02,3,6,1.5,1,0
617,2,10代,2,2,3,1,0,06,2,7,3.15,1,0
618,2,50代,1,1,4,1,1,07,2,0,2.8,1,0
619,2,20代,2,2,3,1,2,02,3,11,5,2,0
620,2,40代,2,2,3,1,1,12,3,17,1.5,1,1
621,2,40代,7,2,2,1,2,05,3,10,1.6,1,0
622,1,40代,6,2,1,2,2,02,2,5,1,4,1
623,2,50代,2,1,3,1,1,01,3,0,2.333333333,1,0
624,1,40代,3,2,1,2,5,01,3,0,3.5,1,0
625,2,40代,5,1,4,1,0,04,2,13,3.272727273,1,0
626,2,50代,5,2,2,1,2,02,2,2,2.25,1,0
627,2,20代,2,2,4,1,0,06,3,1,1,4,0
628,1,20代,2,2,4,2,1,02,3,2,2.125,1,0
629,1,50代,1,1,4,1,4,03,2,0,1,4,1
630,1,40代,4,1,2,1,4,02,2,15,2.818181818,1,0
631,2,40代,7,2,3,1,2,02,2,1,2,1,0
632,2,70代,2,2,1,1,1,08,2,0,1.833333333,1,0
633,2,70代,2,1,2,1,2,01,2,3,2.542857143,1,0
634,2,50代,2,1,3,1,0,04,3,0,2.4,1,0
635,1,30代,5,2,1,2,5,02,3,1,1.625,1,1
636,2,70代,1,2,1,2,1,08,2,3,2,1,0
637,1,70代,1,1,2,1,1,08,3,0,1.454545455,1,0
638,2,80代,5,2,1,0,0,08,2,3,1.5,2,0
639,1,70代,1,1,2,1,5,10,2,0,2.445454545,1,0
640,2,10代,2,2,4,1,0,06,3,1,3,1,0
641,2,30代,5,1,2,1,0,04,2,8,4.333333333,1,0
642,2,20代,7,2,2,1,1,02,2,3,2.5,2,0
643,1,70代,1,1,2,1,4,01,3,0,2.875,1,0
644,1,20代,2,2,3,1,0,06,3,1,3,1,0
645,2,20代,2,2,2,1,0,06,3,0,1,4,0
646,2,30代,2,2,4,1,1,05,3,7,2,1,1
647,1,30代,7,2,1,1,2,03,3,2,2.75,1,0
648,2,40代,5,1,4,1,9,10,3,3,2.4,2,0
649,2,20代,2,2,2,1,1,02,3,4,1.4,1,0
650,2,40代,2,2,9,9,1,07,3,15,1,4,0
651,2,30代,2,2,4,1,2,02,3,14,1.858333333,1,0
652,2,20代,2,2,4,1,1,10,3,1,1,6,0
653,2,20代,2,2,4,1,1,10,3,1,1.25,1,0
654,2,50代,1,2,1,1,2,11,3,1,3.333333333,2,0
655,1,20代,2,2,1,1,0,06,3,1,1.125,1,1
656,1,40代,1,2,1,2,3,02,3,1,2.666666667,1,0
657,1,20代,2,2,3,1,0,06,3,1,1.166666667,1,1
658,1,30代,2,1,3,1,1,02,3,0,1.192307692,1,0
659,2,30代,2,1,2,1,0,04,3,12,2.25,1,0
660,1,60代,1,1,2,9,5,02,2,0,1.625,1,0
661,1,60代,1,1,4,9,2,02,2,6,1.625,1,0
662,2,30代,5,1,2,1,2,02,3,1,1,4,1
663,1,50代,1,1,3,1,7,02,2,3,1.727272727,1,0
664,2,20代,5,2,4,1,1,07,2,4,1.04,1,0
665,1,60代,1,1,2,1,4,08,2,0,1.515384615,1,1
666,2,60代,2,1,2,0,0,07,2,0,1.8125,1,0
667,1,40代,1,1,4,1,4,02,2,0,1.601769912,1,0
668,1,40代,3,1,4,9,5,02,2,10,1.9,1,0
669,2,80代,2,1,3,1,0,04,2,15,2,1,0
670,2,50代,1,1,3,1,3,02,3,14,1.807692308,1,1
671,2,40代,3,2,1,1,2,02,2,3,1.75,1,0
672,2,40代,2,1,3,1,0,04,3,3,2.111111111,1,0
673,1,70代,2,1,2,9,2,08,2,0,1.111111111,2,1
674,1,60代,1,2,1,0,2,08,2,0,1.333333333,2,0
675,1,30代,2,2,1,1,1,02,3,18,3,1,0
676,1,50代,1,1,4,1,7,01,2,9,1,4,0
677,1,50代,1,1,4,9,9,02,2,0,1.866666667,1,0
678,1,30代,2,2,1,0,6,02,2,2,1,4,0
679,1,80代,1,1,2,9,2,08,2,13,1.0625,1,0
680,2,10代,2,2,3,1,0,06,2,0,1.333333333,1,0
681,2,20代,2,2,4,1,0,06,3,1,1.909090909,1,0
683,1,60代,1,1,2,9,2,08,2,9,1.875,1,0
684,1,40代,1,1,4,1,7,01,3,14,1.333333333,2,0
685,2,30代,5,2,1,2,4,02,3,1,3,1,0
686,1,20代,2,2,4,1,2,02,2,9,1.6,1,0
687,1,20代,5,1,2,1,3,02,2,11,8,2,0
688,2,20代,2,2,3,1,1,02,3,5,1,4,1
689,2,40代,1,1,3,1,0,07,3,3,1.666666667,1,0
690,1,20代,2,2,3,1,0,06,2,9,1,4,0
691,1,40代,1,1,4,1,2,02,3,13,3,1,1
692,1,40代,5,2,1,2,3,01,3,2,1,4,0
693,2,20代,2,2,4,1,1,02,2,4,2,1,0
694,1,40代,1,1,2,1,2,02,3,13,1,4,0
695,1,60代,5,1,3,1,3,02,3,2,2.363636364,1,0
696,2,40代,6,1,4,1,1,02,3,2,1.3,1,0
697,2,40代,2,1,3,1,1,05,3,3,2,1,0
698,2,50代,5,2,9,9,0,02,3,7,1,6,0
699,1,20代,3,1,1,1,5,02,3,11,10,2,0
700,2,20代,3,2,1,2,3,02,3,1,3.5,1,1
701,2,20代,7,2,2,1,1,02,3,0,1.5,1,0
702,1,50代,1,1,4,1,7,02,3,6,2.857142857,1,0
703,1,20代,2,2,2,1,2,02,3,0,1,4,1
704,2,40代,2,2,4,1,2,03,3,1,2.666666667,1,0
705,1,20代,2,2,2,1,2,02,3,0,1,4,1
706,2,50代,2,1,4,1,9,01,2,0,1.290909091,1,0
707,1,10代,2,2,4,1,0,06,2,9,1.3,1,0
708,1,60代,1,1,2,1,6,02,2,3,1.588888889,1,0
709,2,30代,5,1,3,2,0,04,2,3,2,1,0
710,2,40代,1,1,4,1,2,02,3,1,1.285714286,1,0
711,2,30代,3,1,4,1,2,05,2,2,1.785714286,1,0
712,2,40代,2,1,3,1,3,02,2,8,2.25,1,0
713,1,60代,1,1,2,1,1,05,2,9,2.6,1,0
714,2,50代,5,2,1,1,2,01,2,6,1.175,1,0
715,2,30代,5,2,1,1,2,02,3,11,6.25,2,0
716,2,30代,5,2,1,9,2,02,2,1,1,4,0
717,2,30代,2,2,3,1,2,02,2,0,1.6375,1,1
718,1,30代,1,1,4,9,3,02,2,2,2.666666667,1,0
719,2,30代,2,2,1,1,1,02,3,1,1.25,1,0
720,2,50代,2,1,4,1,0,04,2,10,1.653846154,1,0
721,2,40代,2,1,3,9,1,02,2,8,1.5,1,0
722,2,30代,2,1,2,1,0,04,3,1,3.5,1,0
723,2,40代,2,1,3,1,3,10,2,13,2.384615385,1,0
724,2,60代,1,1,3,1,1,08,2,6,3.5,1,0
725,2,50代,1,1,4,1,2,03,3,0,5.555555556,2,0
726,2,50代,2,1,4,1,0,04,2,9,3.846153846,2,0
727,1,20代,2,2,3,1,0,06,3,2,3,1,0
728,1,20代,5,1,2,1,3,02,3,0,2,1,0
729,1,30代,3,1,2,1,3,03,2,8,1.444444444,1,0
730,2,40代,2,2,3,1,4,02,2,0,2.153846154,1,0
731,2,30代,1,1,3,1,3,02,2,3,2.875,1,0
732,2,50代,5,2,1,2,9,03,2,14,2.333333333,1,0
733,1,40代,5,1,4,1,4,02,2,2,2.325,1,0
734,2,20代,2,2,3,1,2,02,2,7,1.15,1,0
735,2,40代,5,1,2,9,3,02,2,13,5,2,0
736,1,50代,1,1,4,2,4,02,3,1,3.5,1,1
737,1,40代,2,2,3,1,2,02,3,0,1.15,1,0
738,2,40代,1,1,3,9,4,02,2,7,1.18,1,0
739,2,30代,7,2,1,1,1,02,2,6,2.3,1,0
740,2,50代,1,2,2,1,1,07,2,6,5,1,0
741,1,20代,7,2,4,1,0,06,3,4,1,4,0
742,1,20代,7,2,1,2,2,02,2,8,1.363636364,2,0
743,2,60代,1,1,2,1,1,08,3,15,2.3,1,0
744,1,20代,3,2,1,2,1,02,3,16,1.333333333,1,0
745,1,30代,3,2,2,2,3,02,3,11,1,4,0
746,2,20代,2,2,4,1,0,06,3,0,3,1,0
747,2,20代,2,2,4,1,0,06,3,3,2.625,1,0
748,2,30代,5,2,1,1,4,10,3,17,1,4,1
749,1,20代,5,2,1,2,2,02,3,8,1.625,1,0
750,2,20代,2,2,3,1,0,06,3,1,3.5,1,0
751,1,70代,1,1,2,1,1,08,3,3,6,1,1
752,1,50代,1,1,3,1,4,02,3,0,1.166666667,1,0
753,2,20代,2,2,4,1,1,02,3,0,2.6,1,0
754,1,50代,1,1,4,1,4,02,3,0,1.666666667,1,0
755,2,20代,2,2,4,1,0,06,3,1,1.5,1,0
756,2,50代,2,2,3,1,1,12,3,10,2,1,0
758,2,20代,1,2,1,2,1,02,3,3,2.375,1,0
759,2,30代,1,1,4,1,1,07,3,1,1.384615385,1,0
760,1,40代,5,2,1,2,2,02,3,1,2,1,0
761,1,50代,1,1,4,1,5,02,3,0,1.0875,1,0
762,1,20代,5,2,1,1,1,02,3,6,1.2,1,0
763,2,20代,5,1,2,1,2,02,3,11,3.857142857,1,0
764,1,50代,5,2,1,1,3,02,3,5,1.125,1,0
765,1,60代,1,1,2,2,9,10,2,8,2.5,1,1
766,2,70代,1,2,2,9,0,08,2,0,2,1,0
767,2,20代,2,2,4,1,1,02,3,1,1,4,0
768,1,30代,5,1,2,1,2,02,3,1,3.5,1,0
769,1,40代,1,1,4,1,5,01,3,12,1.6,2,1
770,1,40代,1,1,4,1,5,01,3,12,1,4,1
771,2,50代,1,1,2,1,2,02,2,0,1.381818182,1,0
772,2,20代,2,2,4,1,1,06,3,8,2,1,0
773,1,30代,2,2,4,1,1,02,3,5,1.12,1,0
774,2,50代,2,1,2,1,0,04,2,2,2,1,0
775,1,20代,2,2,4,1,2,02,2,5,1.15,1,1
776,1,30代,1,1,3,1,3,02,2,6,1.4375,1,1
777,2,20代,2,2,4,1,1,02,2,8,1.3,1,0
778,2,30代,5,2,1,2,4,02,3,1,3,1,0
779,1,20代,2,2,3,1,0,06,2,4,3.2,1,0
780,2,50代,2,1,4,1,1,07,3,13,1.214285714,1,0
781,2,30代,3,2,1,1,6,02,2,8,2.416666667,1,0
782,2,40代,1,1,4,1,2,02,3,1,1,4,1
783,1,50代,1,1,3,1,3,02,2,2,2.583333333,1,0
784,2,30代,5,1,4,0,1,02,2,7,1.1,1,0
785,2,30代,2,2,4,1,1,02,3,4,1.057142857,1,0
786,1,50代,1,1,3,1,9,01,2,0,2.44,1,1
787,2,40代,1,1,4,1,1,02,3,10,1.5,1,0
788,2,20代,5,2,1,2,0,06,3,0,1.75,1,0
789,1,20代,5,2,4,2,0,06,2,6,3.5,1,1
790,2,50代,6,2,1,9,2,07,2,0,2.325,1,0
791,2,70代,2,1,4,1,0,08,3,0,2.875,1,0
792,2,30代,2,2,1,1,3,02,3,8,2.25,1,0
793,1,40代,5,1,3,1,9,01,3,13,1.333333333,2,0
794,1,40代,5,1,4,1,5,02,3,2,2.538461538,1,1
795,1,20代,7,1,2,1,1,03,3,11,1.666666667,2,0
796,1,20代,3,2,1,2,2,02,3,0,1.571428571,2,0
797,1,10代,2,2,4,1,0,06,3,0,1,4,0
799,2,30代,2,1,3,1,1,02,3,0,1.666666667,1,0
800,2,20代,5,1,2,1,2,02,3,11,3.857142857,1,0
801,1,20代,5,1,2,1,3,02,3,11,5,1,0
802,2,20代,2,2,4,1,2,02,3,6,2.75,1,0
803,1,50代,2,2,4,1,3,05,3,18,1.103333333,2,1
804,1,20代,2,2,4,1,1,07,3,1,2.5,1,1
805,2,30代,5,1,2,1,4,10,3,0,2.153846154,1,0
806,2,30代,7,1,3,2,0,12,3,0,1,4,0
807,2,40代,2,2,1,2,3,02,3,2,1,4,1
808,1,50代,1,1,3,9,6,09,2,0,1,6,0
809,1,50代,1,1,3,9,6,10,2,0,1.913333333,1,0
810,2,60代,2,1,2,1,0,04,2,0,1.322580645,1,1
811,2,50代,5,1,2,1,0,04,3,6,1.5,1,0
812,1,60代,3,2,1,1,9,01,2,0,1.388888889,1,0
813,1,50代,6,1,3,2,4,02,3,3,3,1,0
814,1,20代,5,2,1,2,4,02,2,4,1.083333333,1,0
815,2,60代,1,1,2,1,4,05,3,6,1.384615385,1,0
816,2,20代,2,2,4,1,1,12,3,17,1.3,1,0
817,2,30代,2,1,3,1,0,04,3,10,1,4,1
818,1,20代,5,2,4,2,1,06,3,5,1.5,1,1
819,1,70代,1,1,2,1,3,11,3,0,1.5,2,0
820,1,70代,1,1,2,1,3,11,3,0,1,4,0
821,1,30代,1,1,4,1,2,02,2,4,1.4,1,1
822,1,30代,2,2,3,1,3,02,2,0,2.5,1,0
823,2,40代,1,2,4,1,1,02,2,2,1.4,1,0
824,2,30代,2,1,3,1,0,04,3,8,1,4,1
825,2,40代,1,2,2,1,2,12,2,10,1.7,1,0
826,2,30代,2,2,4,1,1,07,3,5,1,4,0
827,1,50代,1,1,4,1,9,02,2,10,1.466666667,1,0
828,2,30代,2,1,3,1,0,04,3,8,1,4,1
829,1,40代,5,2,1,2,2,02,3,1,1.5,1,0
830,1,50代,1,1,4,1,9,02,2,10,1.636363636,1,0
831,1,40代,1,1,2,1,5,02,2,15,4.75,1,0
832,1,30代,7,2,1,2,1,03,2,9,1.066666667,1,0
833,2,50代,4,2,1,1,1,02,2,5,1.04,1,0
834,1,30代,2,2,4,1,1,02,3,4,1,4,0
835,1,60代,1,1,4,1,2,02,2,0,2.75,1,1
836,1,50代,1,1,2,1,9,01,2,0,1.6,1,0
837,2,20代,2,2,4,1,1,02,3,1,3.5,1,0
838,2,20代,2,2,4,1,0,06,2,1,1.8,2,0
839,2,70代,1,1,2,0,1,05,2,14,1.666666667,1,0
840,1,40代,3,1,4,1,9,02,2,6,3.333333333,2,0
841,1,60代,1,1,2,1,6,02,2,2,1.375,1,0
842,1,20代,2,2,3,1,0,06,3,1,2,1,1
843,2,70代,1,1,3,9,0,04,2,6,1.675,1,0
844,1,30代,5,1,3,1,5,02,2,0,2,2,1
845,1,20代,1,2,2,1,1,06,3,1,3.5,1,0
846,1,20代,3,2,4,1,0,06,2,1,1,4,0
847,1,30代,5,1,2,2,3,02,2,11,6.285714286,1,0
848,2,30代,2,1,3,1,1,02,2,6,1.36,1,0
849,1,60代,1,1,2,1,9,05,2,13,1.666666667,1,0
850,2,20代,2,2,1,1,1,06,3,1,2.25,1,1
851,2,50代,2,1,4,1,1,02,3,1,1.5,1,0
852,2,50代,2,1,3,1,2,07,2,3,2.25,1,0
853,1,40代,1,1,4,1,6,02,2,13,6.666666667,1,0
854,2,40代,5,2,2,1,9,01,2,10,1.77,1,1
855,1,40代,1,1,2,1,4,02,2,6,5.125,1,0
856,2,30代,1,1,2,1,2,02,2,7,1.08,1,0
857,1,20代,2,2,4,1,0,06,3,5,1.285714286,1,0
858,2,30代,2,2,1,1,3,02,3,1,3,1,0
859,2,40代,5,1,2,1,0,04,3,0,1.214285714,1,0
860,1,50代,1,1,4,1,2,03,3,13,1.861111111,1,0
862,1,50代,1,1,4,1,9,02,3,0,2.111111111,1,0
863,1,50代,5,2,1,2,2,02,3,3,2,1,1
864,2,30代,7,1,3,1,3,02,3,8,2.625,1,0
865,1,20代,6,2,2,1,2,02,3,2,1,4,0
866,2,20代,2,2,3,1,2,07,3,0,1.3,1,0
867,2,30代,7,2,1,2,2,02,3,6,2.666666667,1,0
868,2,20代,5,2,4,1,0,07,3,1,1.35,1,0
869,2,50代,1,1,3,1,3,03,3,0,1.428571429,2,1
870,1,50代,1,1,2,1,5,02,3,5,1.25,1,1
871,2,20代,2,2,4,1,1,02,3,0,2.25,1,0
872,1,50代,1,1,4,1,5,02,3,3,1.125,1,0
873,1,20代,2,2,2,1,0,06,3,6,2.4,1,0
874,2,50代,2,1,4,1,1,07,3,1,4.333333333,1,0
875,2,50代,1,1,2,0,6,02,3,3,1.285714286,1,0
877,1,50代,2,2,1,2,3,02,3,6,2.8,1,0
878,1,20代,3,1,1,1,2,02,3,17,2.363636364,1,0
879,2,20代,2,2,4,1,1,02,3,1,1.1,1,0
880,2,30代,2,2,4,1,1,02,3,1,5.5,1,1
881,1,30代,2,2,1,1,2,03,3,0,2.5,1,0
882,1,20代,3,2,1,2,2,02,3,2,1,4,0
883,2,30代,3,1,2,1,5,02,3,5,1,4,0
884,1,60代,1,1,2,1,9,01,2,6,2.5,1,0
885,2,70代,1,1,2,1,2,08,2,1,1.909090909,1,0
886,2,60代,1,1,2,1,1,08,2,15,1.75,1,0
887,2,40代,2,2,1,1,4,02,3,14,3.076923077,2,0
888,2,40代,1,1,3,1,5,02,2,0,5,2,0
889,2,40代,2,1,4,1,0,04,2,0,1.428571429,1,0
890,2,40代,2,2,1,1,2,07,2,8,1.615384615,1,1
891,1,70代,1,1,2,1,1,08,2,6,3.125,1,0
892,1,40代,6,1,4,1,4,01,2,2,1.322222222,1,0
893,1,80代,1,1,2,1,2,08,2,3,2.25,1,0
894,2,20代,2,2,1,1,1,02,3,0,2.5,1,0
895,2,50代,5,2,1,2,1,12,3,16,1,4,0
896,1,40代,1,2,9,9,3,02,3,3,1.490909091,1,0
897,2,40代,4,1,4,1,0,04,3,5,1.1,1,0
898,1,40代,6,2,1,2,5,02,3,0,1.0625,1,0
899,1,60代,1,1,3,1,9,02,2,0,1.7,1,0
900,1,50代,1,2,3,1,3,02,3,2,1.5,1,0
901,1,30代,5,2,1,2,2,02,3,5,1.2,1,1
902,2,40代,5,1,2,1,8,02,3,3,1.375,1,0
903,1,40代,1,1,4,1,9,01,2,0,3,1,0
904,1,40代,5,1,2,1,7,02,2,0,1.631578947,1,0
905,2,30代,1,1,4,1,4,02,3,7,1.652173913,1,0
906,1,40代,3,1,4,1,6,02,3,10,1.0375,1,1
907,1,50代,1,1,3,1,9,01,2,0,4.444444444,2,0
908,1,60代,1,1,2,1,3,03,2,6,3.25,1,0
909,2,40代,2,1,4,1,0,07,2,0,1.5,1,0
910,2,30代,2,2,3,1,0,11,2,9,2.5,1,0
911,2,20代,2,2,4,1,1,02,2,7,1.1,1,0
912,2,20代,3,2,1,2,2,02,3,1,2.428571429,1,0
913,2,40代,2,1,3,1,0,04,2,7,1.2,1,1
914,2,60代,1,2,1,2,1,01,2,3,1.733333333,1,1
915,1,80代,1,2,1,9,1,08,2,6,2.666666667,1,0
916,2,20代,2,2,4,1,1,02,3,0,2.75,1,0
917,1,20代,7,2,1,1,1,02,2,7,2.25,1,0
918,1,60代,1,1,2,1,3,01,3,1,1.125,1,0
919,1,70代,1,1,2,1,2,08,2,0,4.125,1,0
